session_id,entity_id,entity_type,timestamp,label,blended_score,if_score,lstm_ae_score,predicted_attack_type,classifier_confidence,entity_type_code,hour_of_day,day_of_week,is_weekend,is_off_hours,geo_velocity_kmh,impossible_travel_flag,is_new_device,is_spoofed_device,is_new_resource,failed_auth_rate_10,failed_auth_rate_50,resource_diversity_10,resource_diversity_50,session_duration_zscore,cmd_seq_length,cmd_rarity_score,auth_method_code,explanation
SES_0071001,SVC_0096,service_account,2026-03-24 08:01:52,brute_force,0.4955622324854877,0.985783069700896,0.0053413953,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.46,2,5,-3.584019982401581,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071002,SVC_0096,service_account,2026-03-24 08:02:00,brute_force,0.4955617586751278,0.985783069700896,0.0053404476,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.46,2,5,-3.55522247643935,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071006,SVC_0096,service_account,2026-03-24 08:02:40,brute_force,0.4955612094276395,0.985783069700896,0.005339349,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.48,2,5,-3.5216154221471165,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071007,SVC_0096,service_account,2026-03-24 08:02:48,brute_force,0.4955603805505481,0.985783069700896,0.0053376914,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.5,2,5,-3.4714174522193764,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071010,SVC_0096,service_account,2026-03-24 08:03:30,brute_force,0.4955597893935438,0.985783069700896,0.005336509,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.52,2,5,-3.435734705171084,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071011,SVC_0096,service_account,2026-03-24 08:03:40,brute_force,0.4996519657227738,0.9939684752195266,0.005335456,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.54,2,5,-3.403403469167528,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071013,SVC_0096,service_account,2026-03-24 08:04:00,brute_force,0.5026673053516695,0.9999999968585868,0.005334614,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.56,2,5,-3.3780124252436763,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0071017,SVC_0096,service_account,2026-03-24 08:04:30,brute_force,0.5026666536586979,0.9999999968585868,0.0053333105,brute_force,0.9953,1,8,1,0,0,0.0,0,1,0,0,1.0,0.58,2,5,-3.337760516478918,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0072277,SVC_0096,service_account,2026-03-25 14:49:10,normal,0.3729273256217956,0.7454401110091037,0.00041454023,brute_force,0.2896,1,14,2,0,0,0.0,0,1,0,0,0.3,0.58,4,5,1.9858117089632703,7,0.965112343461168,0,Flagged due to high auth failure rate (30%) + failed auth rate (last 50) + new device fingerprint
SES_0011653,SVC_0097,service_account,2026-01-14 10:25:15,normal,0.444286947209278,0.8873865271702072,0.0011873672,impossible_travel,0.5775,1,10,2,0,0,14825.223607097303,1,0,0,1,0.0,0.04,4,4,1.3260373863884012,13,0.9651022185193864,2,Flagged due to geo-velocity (14825 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0049048,SVC_0097,service_account,2026-02-27 07:37:39,normal,0.3942331940782532,0.7783805800432891,0.010085808,impossible_travel,0.8209,1,7,4,0,0,14310.806911227151,1,0,0,0,0.0,0.06,3,3,-0.6127530862132062,15,0.9651120541771172,2,Flagged due to geo-velocity (14311 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0000089,SVC_0098,service_account,2026-01-01 07:33:25,normal,0.3630965815823347,0.7243489527308957,0.0018442104,lateral_movement,0.2894,1,7,3,0,0,0.0,0,1,0,1,0.0,0.0,1,1,0.0,3,0.9651407897261732,0,Flagged due to rare command sequence (rarity=0.97) + geo-velocity (0 km/h) + new resource accessed
SES_0008846,SVC_0098,service_account,2026-01-11 07:36:52,normal,0.3618782569093535,0.7234979423213095,0.0002585715,impossible_travel,0.9741,1,7,6,1,0,6693.962479506469,1,0,0,0,0.0,0.02,2,3,0.2416169049318687,5,0.9651441647067672,0,Flagged due to geo-velocity (6694 km/h) + rare command sequence (rarity=0.97) + command sequence length
SES_0009792,SVC_0098,service_account,2026-01-12 08:37:13,normal,0.3662014999831159,0.7319041540257761,0.00049884594,impossible_travel,0.7552,1,8,0,0,0,4171.662291643713,1,0,0,0,0.1,0.04,2,3,-1.4275079854112884,2,0.9650450849193332,0,Flagged due to geo-velocity (4172 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0017356,SVC_0098,service_account,2026-01-20 17:33:10,normal,0.3627078952481332,0.7252902833269798,0.00012550717,impossible_travel,0.537,1,17,1,0,0,4317.187817071148,1,0,0,0,0.1,0.06,2,6,-0.1340016325226384,3,0.9649961477007222,0,Flagged due to geo-velocity (4317 km/h) + rare command sequence (rarity=0.96) + impossible travel detected
SES_0031190,SVC_0098,service_account,2026-02-06 08:57:38,normal,0.4169775269150008,0.8325780056262799,0.0013770482,impossible_travel,0.6783,1,8,4,0,0,1104.3804759314858,1,0,0,1,0.0,0.04,4,8,1.7605476979669965,2,0.9650298975066608,0,Flagged due to geo-velocity (1104 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0071530,SVC_0098,service_account,2026-03-24 17:44:27,normal,0.3903037944843773,0.7801580721291741,0.00044951684,impossible_travel,0.5389,1,17,1,0,0,4510.3132605880455,1,0,0,0,0.0,0.0,2,2,-1.7566082737947093,4,0.9650233886155156,0,Flagged due to geo-velocity (4510 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0003452,SVC_0099,service_account,2026-01-04 21:28:33,normal,0.4009887071225403,0.7804965019024132,0.021480912,lateral_movement,0.5795,1,21,6,1,1,0.0,0,0,0,1,0.2,0.0869565217391304,6,6,1.1720735442593684,16,0.96512798288017,1,Flagged due to rare command sequence (rarity=0.97) + new device fingerprint + command sequence length
SES_0010660,SVC_0099,service_account,2026-01-13 08:13:42,impossible_travel,0.3964949245221255,0.7923935744224664,0.0005962746,impossible_travel,0.9892,1,8,1,0,0,74281.98389415714,1,0,0,0,0.1,0.04,4,5,-3.84699397063344,5,0.9651493718196836,1,Flagged due to geo-velocity (74282 km/h) + rare command sequence (rarity=0.97) + command sequence length
SES_0028999,SVC_0099,service_account,2026-02-03 15:28:20,normal,0.3840306451149128,0.7613569881908282,0.006704302,impossible_travel,0.63,1,15,1,0,0,17205.118919609293,1,0,0,0,0.1,0.02,4,5,0.5700304386135004,15,0.9650805222155688,1,Flagged due to geo-velocity (17205 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0033922,SVC_0099,service_account,2026-02-09 11:07:19,normal,0.4189272455741281,0.788058412794136,0.04979608,impossible_travel,0.5641,1,11,0,0,0,37910.60059394336,1,0,0,0,0.1,0.06,5,6,0.645858828360717,16,0.9651470575472764,1,Flagged due to geo-velocity (37911 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0050375,SVC_0099,service_account,2026-02-28 15:52:17,normal,0.5792554749543142,0.2120461729158305,0.9464648,lateral_movement,0.4442,1,15,5,1,0,0.0,0,0,0,0,0.0,0.02,4,5,-0.0460437903512795,20,0.9651488655725944,1,Flagged due to rare command sequence (rarity=0.97) + command sequence length + new device fingerprint
SES_0050695,SVC_0099,service_account,2026-02-28 21:58:02,normal,0.399343610183262,0.7404629334824545,0.058224287,impossible_travel,0.6194,1,21,5,1,1,1472.6579018905584,1,0,0,0,0.0,0.02,4,5,-1.6104663605420624,17,0.96514654704601,1,Flagged due to geo-velocity (1473 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0055978,SVC_0099,service_account,2026-03-07 07:35:33,normal,0.458644769803192,0.3705702865431821,0.54671925,lateral_movement,0.7375,1,7,5,1,0,0.0,0,0,0,0,0.0,0.0,5,8,1.6457951280110372,17,0.9651553106510814,1,Flagged due to rare command sequence (rarity=0.97) + new device fingerprint + command sequence length
SES_0057604,SVC_0099,service_account,2026-03-08 21:56:11,normal,0.4617708553066991,0.6797368534785793,0.24380486,lateral_movement,0.46,1,21,6,1,1,0.0,0,0,0,0,0.2,0.04,4,8,-1.5235582806400716,19,0.9651722557106576,1,Flagged due to rare command sequence (rarity=0.97) + new device fingerprint + command sequence length
SES_0062370,SVC_0099,service_account,2026-03-14 11:57:46,normal,0.4048489290983181,0.8087909974497273,0.00090686075,impossible_travel,0.5641,1,11,5,1,0,25361.551771893966,1,0,0,0,0.1,0.1,5,7,-0.3470792981632823,11,0.9650974847803716,1,Flagged due to geo-velocity (25362 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0063434,SVC_0099,service_account,2026-03-15 15:42:30,normal,0.3805078654989883,0.6879615663499206,0.073054165,impossible_travel,0.5482,1,15,6,1,0,1027.6089586022626,1,0,0,0,0.1,0.12,5,8,0.6939352729190541,17,0.965145015542211,1,Flagged due to geo-velocity (1028 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0001521,SVC_0100,service_account,2026-01-02 18:04:44,normal,0.3758710649747541,0.7472459094502311,0.0044962205,impossible_travel,0.6286,1,18,4,0,0,11514.767210268716,1,0,0,0,0.0,0.0,3,4,-1.9992402708170505,14,0.9651919998908984,1,Flagged due to geo-velocity (11515 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0012417,SVC_0100,service_account,2026-01-15 07:49:56,normal,0.3772235342606756,0.7465847418322867,0.007862327,impossible_travel,0.8173,1,7,3,0,0,30031.078111657804,1,0,0,0,0.0,0.02,3,4,0.6072898816645802,14,0.965168753851094,1,Flagged due to geo-velocity (30031 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0028958,SVC_0100,service_account,2026-02-03 14:41:25,normal,0.3709012898863189,0.7335645156474575,0.008238064,impossible_travel,0.6334,1,14,1,0,0,18633.788819884907,1,0,0,0,0.1,0.04,3,5,-0.2670151688624494,16,0.9651557360688032,1,Flagged due to geo-velocity (18634 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0033243,SVC_0100,service_account,2026-02-08 14:36:14,normal,0.3919855922735881,0.7794958121693932,0.0044753724,impossible_travel,0.6436,1,14,6,1,0,29379.480765962973,1,0,0,0,0.0,0.04,3,4,-1.3181376154008035,15,0.9651616181778384,1,Flagged due to geo-velocity (29379 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0035150,SVC_0100,service_account,2026-02-10 18:03:56,normal,0.3670109454509616,0.1358932740920782,0.5981286,lateral_movement,0.4338,1,18,1,0,0,0.0,0,0,0,0,0.1,0.04,3,5,0.2825971143131922,17,0.9651000914307768,1,Flagged due to rare command sequence (rarity=0.97) + new device fingerprint + command sequence length
SES_0061253,SVC_0100,service_account,2026-03-13 08:56:38,impossible_travel,0.3658126030600109,0.7313333852134536,0.0002918209,impossible_travel,0.997,1,8,4,0,0,10760.790931086658,1,0,0,0,0.1,0.04,4,6,-3.5857180653691385,5,0.9651519753761416,1,Flagged due to geo-velocity (10761 km/h) + rare command sequence (rarity=0.97) + command sequence length
SES_0002292,SVC_0101,service_account,2026-01-03 16:15:43,normal,0.3619403932273934,0.723341303417941,0.00053948304,impossible_travel,0.5369,1,16,5,1,0,987.3462610280908,1,0,0,1,0.1,0.0454545454545454,5,5,1.3106813375066255,8,0.9651275308738404,0,Flagged due to geo-velocity (987 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0011133,SVC_0101,service_account,2026-01-13 16:56:26,normal,0.3610126481974667,0.7216969879579139,0.00032830844,impossible_travel,0.5393,1,16,1,0,0,9190.011315482572,1,0,0,0,0.0,0.0,4,4,0.9280104736996492,2,0.9651362093953674,0,Flagged due to geo-velocity (9190 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0013200,SVC_0101,service_account,2026-01-16 06:47:37,normal,0.3630407709759084,0.7237469521146979,0.0023345898,lateral_movement,0.8041,1,6,4,0,1,0.0,0,0,0,1,0.0,0.0,6,6,0.8758943160539384,3,0.965079557935399,0,Flagged due to rare command sequence (rarity=0.97) + new device fingerprint + resource diversity spike (6 unique resources)
SES_0015632,SVC_0101,service_account,2026-01-18 18:50:09,normal,0.4522845157948235,0.9030055144456972,0.0015635171,impossible_travel,0.4073,1,18,6,1,0,1451.5217676673974,1,0,0,1,0.1,0.02,6,8,2.557265791417445,4,0.9651380174206856,0,Flagged due to geo-velocity (1452 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0015819,SVC_0101,service_account,2026-01-19 06:30:16,normal,0.4017444769866294,0.8031913570040828,0.00029759697,impossible_travel,0.4809,1,6,0,0,1,1814.9116106915023,1,0,0,0,0.1,0.02,6,8,0.4352214256822915,1,0.9651702002713484,0,Flagged due to geo-velocity (1815 km/h) + impossible travel detected + rare command sequence (rarity=0.97)
SES_0047393,SVC_0101,service_account,2026-02-25 08:31:03,normal,0.4328807746911764,0.8646558868306443,0.0011056626,impossible_travel,0.8798,1,8,2,0,0,48986.731969936205,1,0,0,0,0.1,0.02,5,5,-2.10535002432782,5,0.9652763675180296,0,Flagged due to geo-velocity (48987 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0001247,SVC_0102,service_account,2026-01-02 12:31:24,normal,0.3600950953804749,0.7170516171535201,0.0031385736,impossible_travel,0.6231,1,12,4,0,0,13915.01033539204,1,0,0,0,0.1,0.0833333333333333,2,3,-0.1798104169415352,11,0.965142192315511,2,Flagged due to geo-velocity (13915 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0005371,SVC_0102,service_account,2026-01-07 08:00:00,brute_force,0.4164130442480422,0.8323163193059817,0.0005097692,brute_force,0.8999,1,8,2,0,0,0.0,0,1,0,1,0.1,0.0444444444444444,3,4,-5.72829154130196,1,0.9351208194838594,4,Flagged due to weekend access + day of week + rare command sequence (rarity=0.94)
SES_0005372,SVC_0102,service_account,2026-01-07 08:00:02,brute_force,0.3626812428650777,0.725279394876278,8.3090854e-05,brute_force,0.9046,1,8,2,0,0,0.0,0,1,0,0,0.2,0.0652173913043478,3,4,-4.308630321063591,1,0.9351208194838594,4,Flagged due to weekend access + rare command sequence (rarity=0.94) + day of week
SES_0005373,SVC_0102,service_account,2026-01-07 08:00:06,brute_force,0.471978871212934,0.9431934391672478,0.00076430326,brute_force,0.9226,1,8,2,0,0,0.0,0,1,0,1,0.3,0.0851063829787234,4,5,-3.563518762551334,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + weekend access
SES_0005374,SVC_0102,service_account,2026-01-07 08:00:12,brute_force,0.427743500541093,0.8551326396237373,0.00035436146,brute_force,0.9639,1,8,2,0,0,0.0,0,1,0,0,0.4,0.1041666666666666,4,5,-3.1485030993817,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (40%)
SES_0005375,SVC_0102,service_account,2026-01-07 08:00:12,brute_force,0.4392089137801696,0.8776719364326039,0.0007458911,brute_force,0.9868,1,8,2,0,0,0.0,0,1,0,0,0.5,0.1224489795918367,4,5,-2.8061957319596025,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (50%)
SES_0005376,SVC_0102,service_account,2026-01-07 08:00:20,brute_force,0.4504947272619582,0.8996836199008628,0.0013058346,brute_force,0.9917,1,8,2,0,0,0.0,0,1,0,0,0.6,0.14,4,5,-2.5729619109798096,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + high auth failure rate (60%) + command sequence length
SES_0005377,SVC_0102,service_account,2026-01-07 08:00:23,brute_force,0.4563474269197307,0.9106606346247688,0.0020342192,brute_force,0.9917,1,8,2,0,0,0.0,0,1,0,0,0.7,0.16,4,5,-2.398993349707052,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + high auth failure rate (70%) + command sequence length
SES_0005378,SVC_0102,service_account,2026-01-07 08:00:24,brute_force,0.4645522068203996,0.9261705980534872,0.0029338156,brute_force,0.9917,1,8,2,0,0,0.0,0,1,0,0,0.8,0.18,4,5,-2.2470808022635103,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + high auth failure rate (80%) + command sequence length
SES_0005379,SVC_0102,service_account,2026-01-07 08:00:27,brute_force,0.468013640747722,0.9320151517602424,0.0040121297,brute_force,0.993,1,8,2,0,0,0.0,0,1,0,0,0.9,0.2,3,5,-2.128100605549817,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + high auth failure rate (90%) + command sequence length
SES_0005380,SVC_0102,service_account,2026-01-07 08:00:27,brute_force,0.4720840434701208,0.938876546298904,0.0052915406,brute_force,0.9934,1,8,2,0,0,0.0,0,1,0,0,1.0,0.22,2,5,-2.025568318320075,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005381,SVC_0102,service_account,2026-01-07 08:00:27,brute_force,0.4720826257643316,0.938876546298904,0.005288705,brute_force,0.9934,1,8,2,0,0,0.0,0,1,0,0,1.0,0.22,2,5,-1.933878656725779,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005382,SVC_0102,service_account,2026-01-07 08:00:36,brute_force,0.4718249799687585,0.938364071958546,0.005285888,brute_force,0.9931,1,8,2,0,0,0.0,0,1,0,0,1.0,0.24,2,5,-1.8417228415197848,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005383,SVC_0102,service_account,2026-01-07 08:00:42,brute_force,0.4725315011411625,0.9397789252601004,0.005284077,brute_force,0.9931,1,8,2,0,0,0.0,0,1,0,0,1.0,0.26,2,5,-1.7829636395604735,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005384,SVC_0102,service_account,2026-01-07 08:00:42,brute_force,0.4707628978996521,0.9362435860788416,0.0052822097,brute_force,0.9854,1,8,2,0,0,0.0,0,1,0,0,1.0,0.28,2,5,-1.7212419633041145,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005385,SVC_0102,service_account,2026-01-07 08:00:44,brute_force,0.4707620629689639,0.9362435860788416,0.00528054,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.3,2,5,-1.6669271457243393,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005386,SVC_0102,service_account,2026-01-07 08:00:50,brute_force,0.4704080497460812,0.9355372355480492,0.005278864,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.32,2,5,-1.6113377496564216,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005387,SVC_0102,service_account,2026-01-07 08:00:52,brute_force,0.4707605502682721,0.9362435860788416,0.0052775145,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.34,2,5,-1.5671356026807977,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005388,SVC_0102,service_account,2026-01-07 08:00:56,brute_force,0.4707599504965341,0.9362435860788416,0.005276315,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.36,2,5,-1.527914700042717,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005389,SVC_0102,service_account,2026-01-07 08:01:10,brute_force,0.4698530842957084,0.9344316557863722,0.005274513,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.38,2,5,-1.467822073967105,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005390,SVC_0102,service_account,2026-01-07 08:01:20,brute_force,0.4698528896492903,0.9344316557863722,0.0052741235,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.4,2,5,-1.4546885834805356,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005391,SVC_0102,service_account,2026-01-07 08:01:24,brute_force,0.4730335290879561,0.9407940499224868,0.0052730083,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.42,2,5,-1.4180392154416064,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005392,SVC_0102,service_account,2026-01-07 08:01:28,brute_force,0.4733869042644006,0.9415021790984476,0.0052716294,brute_force,0.9954,1,8,2,0,0,0.0,0,1,0,0,1.0,0.44,2,5,-1.3720019920099609,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005394,SVC_0102,service_account,2026-01-07 08:01:40,brute_force,0.473386677953015,0.9415021790984476,0.005271177,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.46,2,5,-1.3569769337177346,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005395,SVC_0102,service_account,2026-01-07 08:01:54,brute_force,0.4733860816737366,0.9415021790984476,0.0052699842,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.48,2,5,-1.3170522035706766,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005397,SVC_0102,service_account,2026-01-07 08:02:10,brute_force,0.4733855808550221,0.9415021790984476,0.0052689826,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.5,2,5,-1.283279015771324,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005398,SVC_0102,service_account,2026-01-07 08:02:15,brute_force,0.4733854339388859,0.9415021790984476,0.005268689,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.52,2,5,-1.2736855490564012,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005399,SVC_0102,service_account,2026-01-07 08:02:16,brute_force,0.4773930762359349,0.9495180439065096,0.0052681086,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.54,2,5,-1.2546023722311637,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005407,SVC_0102,service_account,2026-01-07 08:03:16,brute_force,0.479633044280148,0.9539992018901536,0.0052668867,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.56,2,5,-1.2133233141923498,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0005410,SVC_0102,service_account,2026-01-07 08:03:36,brute_force,0.4796328440457945,0.9539992018901536,0.005266486,brute_force,0.9937,1,8,2,0,0,0.0,0,1,0,0,1.0,0.58,2,5,-1.199770912708962,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + high auth failure rate (100%)
SES_0016253,SVC_0102,service_account,2026-01-19 13:35:46,normal,0.3595235280416768,0.7178987244058125,0.0011483317,impossible_travel,0.6225,1,13,0,0,0,13390.235741229735,1,0,0,0,0.0,0.0,4,5,0.3957343224933231,8,0.9651935237979524,2,Flagged due to geo-velocity (13390 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0059180,SVC_0102,service_account,2026-03-10 18:38:53,normal,0.3593030823685181,0.7171271277474145,0.001479037,impossible_travel,0.6175,1,18,1,0,0,15354.898120195903,1,0,0,0,0.0,0.06,2,3,-0.5561696319855306,9,0.9651444861334904,2,Flagged due to geo-velocity (15355 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0062110,SVC_0102,service_account,2026-03-14 08:02:43,credential_stuffing,0.3701727561601529,0.7402583952206951,8.71171e-05,credential_stuffing,0.8054,1,8,5,1,0,0.0,0,1,0,0,0.1,0.1,4,5,-3.271749077741091,1,0.9351208194838594,4,Flagged due to rare command sequence (rarity=0.94) + command sequence length + new device fingerprint
SES_0008279,SVC_0103,service_account,2026-01-10 13:27:00,normal,0.3798893792303235,0.7587721633687529,0.0010065951,impossible_travel,0.6223,1,13,5,1,0,18997.98436705936,1,0,0,0,0.0,0.0,3,4,1.1808458174196448,9,0.9651642538769688,1,Flagged due to geo-velocity (18998 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0068969,SVC_0103,service_account,2026-03-21 21:03:55,normal,0.3846452135901221,0.7685235159855845,0.0007669112,impossible_travel,0.6276,1,21,5,1,1,4580.367035915148,1,0,0,0,0.0,0.06,3,3,1.5112696080834749,7,0.9651104837779836,1,Flagged due to geo-velocity (4580 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0000528,SVC_0104,service_account,2026-01-01 15:07:01,normal,0.3701890350933243,0.739672900323581,0.00070516986,device_spoofing,0.2902,1,15,3,0,0,0.0,0,1,0,1,0.0,0.0,1,1,0.0,7,0.9651993353079036,5,Flagged due to new device fingerprint + rare command sequence (rarity=0.97) + command sequence length
SES_0003136,SVC_0104,service_account,2026-01-04 15:16:58,normal,0.398570863587348,0.796906974645046,0.00023475253,impossible_travel,0.6828,1,15,6,1,0,7053.694646468143,1,0,0,0,0.0,0.0,3,3,1.2727211986138625,5,0.9650565116393438,5,Flagged due to geo-velocity (7054 km/h) + rare command sequence (rarity=0.97) + command sequence length
SES_0004324,SVC_0104,service_account,2026-01-05 21:02:28,normal,0.3633492137148641,0.7262366563059186,0.00046177112,impossible_travel,0.6323,1,21,0,0,1,2270.5844081557,1,0,0,0,0.0,0.0,4,5,0.2755568513527024,5,0.9651351969011892,5,Flagged due to geo-velocity (2271 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0013112,SVC_0104,service_account,2026-01-15 20:55:05,normal,0.4251705373090445,0.8498817244964159,0.00045935012,impossible_travel,0.4819,1,20,3,0,0,9677.919258721302,1,0,0,0,0.2,0.06,4,5,1.155651262675455,2,0.9652714496891645,5,Flagged due to geo-velocity (9678 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0016693,SVC_0104,service_account,2026-01-19 21:42:23,normal,0.4530168325419918,0.9031834412856788,0.0028502238,impossible_travel,0.5361,1,21,0,0,1,3693.466289390668,1,0,0,1,0.0,0.04,3,6,1.545082409064532,8,0.9651157787092725,5,Flagged due to geo-velocity (3693 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
SES_0016715,SVC_0104,service_account,2026-01-19 21:54:07,normal,0.3674437157851585,0.7337057352615403,0.0011816963,impossible_travel,0.5791,1,21,0,0,1,2376.6196435993925,1,0,0,0,0.0,0.04,3,6,1.3817060624780362,8,0.9651060153725544,5,Flagged due to geo-velocity (2377 km/h) + rare command sequence (rarity=0.97) + impossible travel detected
